transaction_id,customer_id,date,amount,transaction_type,merchant_category,country,is_fraud
197b103d-31ea-47b2-b144-4bb4455f1d18,e2bfd0eb-c5c5-4254-a3cd-b2b7410693e2,2025-04-06 21:36:49,45.0,Withdrawal,Gas,Canada,0
7758c94d-edff-4e09-b6c9-69fa31db1ec7,a468603d-dc14-4e35-922c-cb797a22a6b0,2025-08-08 04:25:28,77.34,Transfer,Travel,Canada,0
399a812b-d5af-4ec7-8d18-c0306a3176f4,53e651f2-e3b8-444a-9b00-97b0a3564d96,2025-07-27 21:17:54,190.42,Withdrawal,Restaurant,Canada,0
d3999cb5-3f37-49b0-a121-043f2de608b4,c15cd20b-ee85-4978-90c8-6336a9e41494,2025-05-04 10:33:32,26.87,Withdrawal,Online,Canada,0
8fd26814-9387-4f88-94e9-1fb5fa609db3,ef503fe1-23aa-45f6-98ff-3d6a212f1fff,2025-09-14 02:24:27,16.6,Deposit,Luxury,Canada,0
c4f30dc5-625e-41c6-bf9e-60d548a6e758,5903afc9-f186-4d8d-9887-37790fdf33cd,2025-07-22 15:52:38,115.36,Deposit,Online,Canada,0
61a6fe4d-f57c-4385-9816-1d3ba8bb286b,082e6f1f-ee80-457b-870b-3bca382f291b,2025-07-22 06:27:33,66.73,Purchase,Restaurant,Canada,0
c1087dca-067e-48dc-95ae-47f44d834385,a23cbbb5-5c16-4bef-94fc-2c50676bd4f9,2025-04-20 13:19:06,17.92,Transfer,Online,Canada,0
9aa1a42e-6623-491e-8517-c7e5b9567417,bc9a7089-2ee2-4169-bc2c-0135e74768a8,2025-06-25 17:12:56,2.2,Deposit,Grocery,Canada,0
5711220c-835a-43a5-bc5d-9bd100ef913c,de275699-dbb8-48f8-8c42-6b1d2d705e0c,2025-05-23 01:34:51,115.75,Deposit,Grocery,Canada,0
93a935a3-cc95-40f9-9e49-ca9c12a36d7c,f59256e2-ae2a-48f6-a0ec-5380581c7826,2025-05-25 16:11:39,61.71,Deposit,Gas,Canada,0
5b7da4a4-877f-4fdc-a635-95ce5c50c580,0d7ea857-95ea-4f5d-bf4e-ea74260f32d0,2025-08-06 07:49:42,224.03,Withdrawal,Grocery,Saudi Arabia,0
b4b6ac65-083f-4da3-8efc-072c6df19048,171bbec2-91e7-44c8-9a6f-3e583d5e702c,2025-09-02 10:32:55,120.17,Transfer,Online,Canada,0
5f2c3008-09c7-41b8-9507-bf180c982d71,e71e2b15-ea35-4343-bf2d-92738895e917,2025-09-15 08:38:55,12.06,Deposit,Restaurant,Canada,0
a8392991-9808-43d5-8b7a-23552b819a9e,d5319ae8-e9dc-4df3-8eaf-ac7d653e5f5d,2025-07-18 05:13:51,34.78,Withdrawal,Online,Canada,0
b4628f49-7cc3-43a6-8cbb-3361f8e434b6,1ffdde88-8be5-432a-a536-c8a24321ae60,2025-08-31 06:56:53,159.19,Deposit,Luxury,Canada,0
e15775d4-fe55-4bd9-aeaf-4217c1b71a98,1eeea7f2-4e80-45fb-8b3c-b70cbdab610c,2025-07-13 19:22:15,330.99,Purchase,Travel,Turkey,0
4a25bb76-86c1-4002-b9fe-57c75406dfbf,1ba1f84d-f403-4365-8af8-9f17e5588a21,2025-06-29 22:24:20,151.89,Deposit,Restaurant,Faroe Islands,0
a2f4e518-27a2-4262-b94b-ed0b2f56d253,45fee60f-28dc-4819-ad28-d3f30c6418c7,2025-04-28 10:30:58,25.22,Deposit,Restaurant,Canada,0
93eadb30-e4f3-49d2-95e7-971870c0e763,532f1be3-5fb9-454c-82cc-6c015f521886,2025-07-13 22:55:51,56.98,Withdrawal,Luxury,Canada,0
e56d92de-83f3-4907-821d-4fba6977e6ee,f1f1749b-9bfd-42b8-af8e-4820ffaaae83,2025-08-11 19:43:31,230.35,Withdrawal,Gas,Canada,0
e60286b6-68dd-4b67-b8db-78bd25c4b658,18c48160-d5e5-4015-ae45-3725407a0d03,2025-04-26 22:30:33,91.6,Purchase,Luxury,Canada,0
378be7ad-16a1-4be5-91dd-0d22ab27dbcc,363382be-f77e-4392-bd04-5dee57267f64,2025-04-13 20:23:09,102.0,Deposit,Online,Canada,0
baf235be-a704-4d05-b1ee-bfa0054316ee,006007d1-8602-4ed8-856b-68a0f99ebf77,2025-05-31 13:36:28,299.45,Deposit,Restaurant,Canada,0
983a23d1-ceb3-4eee-9220-65bee7eadb6a,5891c3de-42c6-4e92-aabe-7af0d43b289b,2025-05-05 12:28:26,15.06,Deposit,Restaurant,Canada,0
21ebaf63-9e50-4392-b8ca-0c4b6e7a296a,49d475c1-6655-49b1-ad44-91bf594ae21b,2025-06-18 03:05:55,192.07,Deposit,Grocery,Canada,0
965c29a7-64eb-4a66-89bd-2deffe8e4f8e,1eeea7f2-4e80-45fb-8b3c-b70cbdab610c,2025-09-02 14:36:06,10.89,Deposit,Restaurant,Canada,0
cbfd1004-fe49-4129-a217-3d1cb6929d86,566322a4-e211-4149-88c2-5cc5fbc89af6,2025-08-03 13:01:18,286.84,Purchase,Online,Canada,0
64af77aa-3fe1-4dbf-a7c6-8323b3e65d1a,81400f50-294e-47a4-a27a-edeb900d8a7a,2025-05-11 20:46:17,186.83,Purchase,Luxury,Saint Lucia,0
a32129b0-d086-448f-bdc5-91b8ac6cf287,b381539d-b90d-49de-bdbb-9df9cc860c1c,2025-07-03 15:59:06,81.72,Deposit,Gas,Canada,0
a9f09b10-201a-4b37-b63f-662957fe2e92,12cd0d8d-c28e-406a-816a-04cdc90eb5c4,2025-04-06 09:25:15,139.22,Purchase,Online,Canada,0
b91a9e74-f5de-4665-9e34-1152135d963c,ef503fe1-23aa-45f6-98ff-3d6a212f1fff,2025-04-04 17:05:31,120.76,Purchase,Luxury,Canada,0
910288be-cbf1-493c-ab07-8b21a83cf5f4,cf350b0d-9e12-4312-b385-e181be3a0bf5,2025-05-31 10:16:40,6.03,Purchase,Travel,Canada,0
fb449a79-e5d2-4298-a4eb-5c71958a407b,2b22b05a-bbed-4026-9250-fe6177f04591,2025-06-30 09:33:18,52.7,Purchase,Restaurant,Canada,0
7fe9d79f-d887-4384-8fcb-255241cc2273,07e5cc4b-4062-468b-b7b8-465d7e841c12,2025-09-05 11:30:30,4.57,Deposit,Restaurant,Canada,0
08961e29-29eb-4408-8d72-120278209ff3,c59f40fb-61c6-4742-8ecf-12244b26ce0c,2025-08-16 21:43:10,182.46,Purchase,Online,Canada,0
0ed0f3af-9f8d-41f7-aa73-8fd85ff2a00d,b6bccfa7-f721-4549-b5ad-3c33205c3dab,2025-05-23 20:57:54,16.53,Purchase,Online,Canada,0
734f1f0b-a5b1-454d-85a3-c560b86ccd6f,8b872012-6cde-475b-9f98-76d2b17666b4,2025-06-10 12:14:09,116.82,Purchase,Grocery,Canada,0
c2849d90-0d9e-4216-83d1-1bc722f7dde6,4428cf8e-aed9-4153-8b60-333ae186e7d3,2025-07-03 19:19:24,419.99,Withdrawal,Online,Canada,0
178c3487-a18f-45e9-b8a1-169824677bc6,5e6b941d-0b15-47ad-9a7c-11956d5ec3b6,2025-07-22 11:59:46,140.72,Deposit,Travel,Canada,0
365bc6e9-d02e-45e2-a19e-927175a9b3bb,ed862b88-8a04-4ca1-a7ef-e2070398e547,2025-04-28 16:23:04,227.07,Transfer,Travel,Canada,0
1535c62a-95ba-4d1b-b8de-d1e3ef8054d7,1398d206-d839-433f-957a-fdf422240631,2025-04-10 13:57:08,408.26,Withdrawal,Luxury,Canada,0
9115e0f9-b11e-4318-9409-f735b5780209,72a68756-0c47-46bb-95af-7656df9dad78,2025-06-06 14:23:25,23.88,Transfer,Restaurant,Canada,0
ddae04e2-52a9-4ff2-8446-577ef957ae2e,8a4aad85-3331-4478-a37d-a06cc49de230,2025-04-22 02:27:47,217.83,Purchase,Online,Canada,0
648ca5af-fe06-4644-ba5a-063786028d7a,b074eaab-7ae9-4718-82e5-847bebce0e20,2025-07-28 21:54:25,41.57,Withdrawal,Online,Canada,0
7c496b21-a06d-4986-b307-24d68866fff2,21aa7d87-d2a8-4aeb-8b98-97c20f060ddf,2025-05-13 21:27:55,236.74,Withdrawal,Luxury,Anguilla,0
28d19028-9f5c-456c-8788-b320e0913dea,62ea1336-2a00-4816-8e33-00a324630a3b,2025-05-16 23:00:29,0.8,Transfer,Travel,El Salvador,0
fa8b05c2-066f-4507-bce7-cd4e95a3b489,ebd554a4-5d06-4084-999f-4d592a082cfc,2025-07-29 12:51:48,102.1,Withdrawal,Restaurant,Canada,0
591c4247-2a49-4150-a422-5fe2a2735ba7,38012b43-8f79-4808-87fa-7014d8b7ab98,2025-08-31 22:49:37,10.91,Purchase,Travel,Canada,0
fffed5a2-5410-48f7-a073-b38e21e9ae34,5322d822-5fb9-46a5-8500-ee7bcd799370,2025-08-07 10:32:31,64.69,Deposit,Luxury,Canada,0
ebcd8126-5d75-4474-853f-aef6d22fd5b8,10dbeaae-72fa-458e-918d-3531c4763386,2025-08-01 23:47:05,113.77,Withdrawal,Restaurant,Canada,0
b532842a-d080-4a7d-a5f7-f07958fb0da2,34c1409d-a353-43cd-822c-67fc1c12baf4,2025-09-12 01:49:31,22.39,Withdrawal,Luxury,Canada,0
cbe46958-f919-4b2f-9343-402e520d2930,224d8c1e-8fb1-4e88-ac56-244297626241,2025-06-29 10:42:03,221.71,Withdrawal,Travel,Canada,0
8d30dd6c-cf8e-4ded-925c-38929966a1a9,578d3eeb-f6fa-4970-ab56-4a7115c5f9d6,2025-07-24 02:05:08,44.79,Deposit,Gas,Canada,0
4ba81451-ab88-4f8f-91df-543d4638e8e3,4ef64d18-c14b-4f4a-913a-4f6a6c12975f,2025-07-09 14:32:50,7.93,Withdrawal,Gas,Canada,0
c162c6c1-ab44-4236-806c-95b69cf8ede1,692e5db2-11ac-4abb-839d-a8072eca8603,2025-07-27 21:35:36,28.38,Deposit,Grocery,Canada,0
05beda89-3fda-4323-87fa-27e17248519d,c0e800f3-f37d-4a33-b3a7-cd5d97406877,2025-09-19 23:49:37,131.06,Transfer,Gas,Canada,0
23b9b4f7-9674-43f0-b987-2b6085b86d89,f9285c18-c853-430e-8114-af8e33cbae39,2025-08-06 23:49:24,250.64,Purchase,Grocery,Serbia,0
d920682d-ce48-4be1-a124-ec6d72741c87,c388445e-a074-4473-ba5f-7ca0a5c151f1,2025-07-16 19:27:34,270.53,Transfer,Gas,Canada,0
c45ce9a5-97df-4f79-9d6a-fcf28d140a5d,152df69f-885d-426c-8aad-db105e7117de,2025-09-04 06:38:52,20.1,Deposit,Restaurant,Canada,0
c03ab7f2-7faf-4171-8b21-88fe8c7d4a7c,86df37d5-29a1-44e6-b8cf-c60a6306130d,2025-06-23 16:15:30,35.43,Deposit,Restaurant,Canada,0
5de784e0-adb4-437d-a76a-36d0463cc65f,692e5db2-11ac-4abb-839d-a8072eca8603,2025-08-19 10:49:22,8.74,Transfer,Gas,Canada,0
489ac234-8b33-46be-987c-b3cf5274a059,6efa428e-3b5e-4a80-96ce-fd86f27e37da,2025-06-09 18:37:51,39.6,Withdrawal,Luxury,Canada,0
ce8c369c-4fb5-4d2c-835a-82b51e70231e,475a250e-3d21-49ab-9b54-844d10870045,2025-08-14 23:40:20,14.98,Purchase,Luxury,Canada,0
b2599cd3-9f54-4819-a757-fc50201f1dd7,d7431bd5-9cf2-4858-8f1d-a8c64d973382,2025-04-09 23:45:52,23.69,Transfer,Gas,Canada,0
d0911773-73e2-46a2-a26c-7c0056da0c2e,65fef8ca-7653-4ae6-b11d-ffc9be432f3c,2025-07-26 14:03:16,59.83,Purchase,Online,Canada,0
b9a9deef-c89e-495c-b946-c3f38be19f0d,e64c12ea-4368-4ab5-aec9-e03ddbfb97d2,2025-04-19 03:55:41,5.81,Transfer,Luxury,Canada,0
691087b6-2744-4a5e-b2b4-95cb5585181a,c0c74e5a-a348-4dd2-b8dd-f45dd4853097,2025-09-07 18:03:38,201.02,Deposit,Travel,Canada,0
6eb3de79-07aa-4e65-ae53-187192c9f5ac,6961a2e6-08a0-42ca-b426-d31b0b9a7d3e,2025-08-15 00:08:45,147.57,Deposit,Gas,Canada,0
dee8fd91-5424-438e-8a08-4e433bfc4595,46fb1c07-9e7a-4955-88c3-d27789dd5f67,2025-05-20 05:27:12,111.7,Purchase,Grocery,Canada,0
cfd16944-4803-4e8d-aef3-ba8c2f1d89e1,981a5e8b-bc3b-4860-9e6c-ec9441d72b96,2025-03-29 12:54:22,31.89,Withdrawal,Travel,Canada,0
09e08818-5b4a-4ba2-8867-94573b34645d,0d44fd34-eb73-4aa3-9af6-f015ba8b55b9,2025-06-28 15:29:41,41.44,Withdrawal,Restaurant,Canada,0
228fa61e-a020-48ff-b11f-62df8738c761,51df043b-3eb4-4bde-891f-504e942999fa,2025-05-22 02:46:19,64.51,Withdrawal,Luxury,Canada,0
68d8ec2d-37e6-4200-be34-77c9e45ff6d8,7ffc8e8a-e78a-4d7e-99c2-95654929d524,2025-04-20 22:36:04,60.12,Withdrawal,Travel,Canada,0
dafe1d30-ee61-497f-8a05-fcf7866907bb,424cf7fa-1ca0-4cc6-94d5-9ab9a820e4b3,2025-06-13 21:19:58,65.94,Transfer,Gas,Canada,0
ddb9f074-3b34-4c3f-b3a8-f07aa13009f6,610cc88d-78fc-4d6f-b68e-66f9ec8fa8e7,2025-09-06 15:35:45,103.69,Purchase,Travel,Canada,0
a993b4d8-2300-4f63-9c85-3c96628d8dcb,7fa04965-d510-4996-bf23-9faf72e58850,2025-03-31 13:30:41,53.82,Purchase,Restaurant,Canada,0
4d5406b8-9b59-4a8f-a6d7-d85fc0e45bcb,3da4c564-4750-4829-8851-2d7fb2af8c9d,2025-07-21 23:25:24,418.38,Withdrawal,Luxury,Canada,0
f6db9185-91cd-4fe7-bec3-c80d8d649201,8e90bc93-71c9-494f-a3fb-6ed99d2a3263,2025-09-04 00:17:13,144.97,Transfer,Grocery,Canada,0
27cea3ac-83b0-4338-b3bc-8c1e1a59d1c2,dbb9409d-6c12-43fb-b777-e71cdf19a9c8,2025-04-25 04:06:01,26.73,Purchase,Gas,Canada,0
180670e1-2eaf-4f2b-a97d-6d2007363b1b,dd75672e-d02f-445d-99d4-ff09d1b81daa,2025-07-25 08:41:03,104.34,Deposit,Grocery,Canada,0
85dc6ece-76ad-4f5b-9cd4-d635d3e6d8db,a68efb7e-30c7-4469-8ed4-47b47d7a11b7,2025-05-28 18:54:03,173.33,Purchase,Luxury,Canada,0
8c2df1f8-f696-4667-8cb7-80f008ed6f12,54aad015-85d5-4c10-96da-f8b26723c84c,2025-08-05 22:50:30,89.34,Transfer,Gas,Canada,0
f01ae479-18e9-49c1-adfb-a9cfd0618c94,96cc2b64-f64a-4eac-ad87-35c0b3f2a686,2025-04-21 18:44:41,3.97,Withdrawal,Gas,Canada,0
d3a0395c-cda3-428f-94f8-288eea2f4865,92186e5b-4588-4b07-8a00-11237278d576,2025-07-25 14:59:46,19.89,Withdrawal,Travel,Canada,0
